Area;Year_Day;Ano;Month;Day;PAR;rainfall;soil.moisture5;soil.moisture20;windspeed;temp;rh
Low;1;14;1;1;468.153125;0;0.115724306;0.151520139;0.291860465;24.18217708;79.98472222
Low;2;14;1;2;668.2399306;0;0.109908333;0.146965278;0.309202128;24.61215625;70.60798611
Low;3;14;1;3;694.1079861;0;0.102876389;0.141936458;0.308803419;23.50568403;62.04444444
Low;4;14;1;4;692.9361111;0;0.096700347;0.136719444;0.325782313;22.56972917;64.58020833
Low;5;14;1;5;594.4465278;0;0.091680556;0.131920486;0.345736041;21.82338542;65.57847222
Low;6;14;1;6;671.5472222;0;0.086705903;0.127358333;0.351781818;21.64391667;67.28055556
Low;7;14;1;7;547.0072917;0;0.082438194;0.122956944;0.466533333;20.40461111;69.83576389
Low;8;14;1;8;646.903125;0;0.078168403;0.119064583;2.682738854;21.15897917;70.61458333
Low;9;14;1;9;547.8319444;0.2;0.074294444;0.115390972;3.273486239;21.02467708;77.30520833
Low;10;14;1;10;471.6340278;0.2;0.072146528;0.112140972;2.9948;21.45860069;81.35729167
Low;11;14;1;11;478.0315972;0.2;0.064615972;0.108828125;3.191261261;22.11875347;75.01388889
Low;12;14;1;12;612.8579861;0;0.060501736;0.104684722;3.194895833;22.13244444;73.26875
Low;13;14;1;13;608.6045139;0;0.054503125;0.100027778;3.413645833;22.93595486;72.08715278
Low;14;14;1;14;548.6045139;0;0.050075347;0.095535417;3.438506944;22.35578125;70.57118056
Low;15;14;1;15;665.2972222;0;0.045388889;0.091359722;2.920208333;22.56151042;68.62881944
Low;16;14;1;16;568.6392361;0;0.040902083;0.087804514;2.536145833;23.17282986;65.73993056
Low;17;14;1;17;436.7902778;3.02;0.037437847;0.084358333;2.273636364;21.89389583;73.37048611
Low;18;14;1;18;211.7989583;16.44;0.044928472;0.081619792;0.570123457;19.95742014;87.7
Low;19;14;1;19;387.9621528;0.8;0.092394444;0.089900347;0.671754386;19.67739931;86.09479167
Low;20;14;1;20;298.1618056;22.59;0.110253472;0.136530208;0.727579618;19.91664583;88.48194444
Low;21;14;1;21;379.2381944;1.2;0.110230208;0.143281944;0.318081395;20.85771875;83.59895833
Low;22;14;1;22;357.7885417;1.6;0.104209028;0.134680208;0.287086614;20.69124306;84.98472222
Low;23;14;1;23;502.8232639;0;0.101298611;0.131255556;0.295877193;22.73764583;78.57951389
Low;24;14;1;24;602.3979167;0;0.094829514;0.125472917;0.352975207;22.80244444;75.67569444
Low;25;14;1;25;699.3944444;0;0.088276736;0.118273958;0.307849462;22.12287153;71.478125
Low;26;14;1;26;601.2954861;0;0.08210625;0.111271528;0.306047431;21.94726389;72.38611111
Low;27;14;1;27;630.4708333;0.4;0.077282986;0.105920139;0.257410072;21.94740278;74.12256944
Low;28;14;1;28;651.9552083;0;0.072488889;0.100609375;0.267738516;21.27877083;66.62951389
Low;29;14;1;29;498.2486111;0;0.068176389;0.095786111;0.265376884;20.35748611;76.07118056
Low;30;14;1;30;576.6861111;0;0.063163542;0.091771528;0.305252101;21.58345833;69.47708333
Low;31;14;1;31;663.9951389;0;0.0580375;0.086565625;0.281344538;21.22081944;67.15659722
Low;32;14;2;1;618.1618056;0;0.053252083;0.081464236;0.30569378;21.58840972;68.0625
Low;33;14;2;2;571.2086806;0;0.0487;0.07680625;0.285354331;22.24068403;66.65833333
Low;34;14;2;3;665.6270833;0;0.043954514;0.072541667;0.234524715;22.62403472;67.28090278
Low;35;14;2;4;678.1357639;0;0.039126736;0.068453125;0.22467033;22.91995833;62.05104167
Low;36;14;2;5;492.3197917;0;0.034501736;0.064477083;0.212758621;21.88118056;72.934375
Low;37;14;2;6;463.934375;0;0.031023958;0.062004861;0.199152542;20.95190972;75.34201389
Low;38;14;2;7;547.4586806;0;0.027268056;0.060219792;0.223663004;21.86571528;68.24861111
Low;39;14;2;8;603.1444444;0;0.0234375;0.057450347;0.225864662;21.74003819;66.51597222
Low;40;14;2;9;524.6895833;0;0.020075347;0.055749653;0.24009434;21.78573264;68.32430556
Low;41;14;2;10;524.4986111;0;0.017245486;0.053853819;0.204296029;21.40439583;71.12986111
Low;42;14;2;11;538.6913194;0;0.014595833;0.052278472;0.211882353;21.2318125;68.50034722
Low;43;14;2;12;541.2;0;0.012336806;0.050829514;0.24046595;21.19476389;69.015625
Low;44;14;2;13;478.4309028;0;0.010450347;0.049832292;0.257313433;21.86736806;68.66979167
Low;45;14;2;14;382.6446367;5.6;0.00937128;0.04830173;0.45056;21.77659862;75.59480969
Low;46;14;2;15;605.3493056;0;0.008332639;0.04931875;0.266943005;22.78066667;68.11388889
Low;47;14;2;16;504.6982639;0;0.007420139;0.048516667;0.233632287;22.23464583;68.796875
Low;48;14;2;17;384.4378472;0;0.00670625;0.047197222;0.273900415;21.92562847;73.84826389
Low;49;14;2;18;292.954386;0;0.006034375;0.046622569;0.214347826;20.25185106;82.97915194
Low;50;14;2;19;467.2416667;0;0.005851736;0.04675625;0.233107143;20.27092014;80.10625
Low;51;14;2;20;555.8354167;0.4;0.00540625;0.046522917;0.256759582;21.00806944;74.06076389
Low;52;14;2;21;541.5819444;0;0.004674653;0.045342361;0.23641115;21.09858681;74.26527778
Low;53;14;2;22;498.1704861;0.2;0.004217708;0.043230208;0.224245614;20.56130556;78.50381944
Low;54;14;2;23;568.7086806;0;0.003732292;0.042438542;0.214516129;21.68743056;76.90972222
Low;55;14;2;24;525.9309028;0.6;0.003510764;0.040228125;0.215511811;21.07458333;79.49583333
Low;56;14;2;25;470.5554007;0;0.002550347;0.039401736;0.223913043;21.87229965;75.02090592
Low;57;14;2;26;629.8458333;0;0.002253125;0.038545833;0.207234043;21.86585069;72.15
Low;58;14;2;27;519.8979167;0;0.001674306;0.037563194;0.230991736;22.15542014;72.95833333
Low;59;14;2;28;368.2572917;2;0.001065201;0.036522917;0.251925926;22.13227778;72.96145833
Low;60;14;3;1;330.340625;23.4;0.014846154;0.054521528;0.302727273;20.30651736;83.97152778
Low;61;14;3;2;425.4361111;0.4;0.079890278;0.141326389;0.208291457;20.04218403;85.00277778
Low;62;14;3;3;407.4065972;0;0.071946875;0.127739583;0.19;20.64312153;80.82743056
Low;63;14;3;4;480.1236111;0;0.067028472;0.119022222;0.19375;20.67811458;78.08263889
Low;64;14;3;5;487.1722222;0;0.062008681;0.111276389;0.194405594;21.02491319;80.48819444
Low;65;14;3;6;377.996875;0;0.058204861;0.104788194;0.218092486;20.68176736;81.38715278
Low;66;14;3;7;251.9378472;22.6;0.071223264;0.124157292;0.224427481;19.73827083;89.60833333
Low;67;14;3;8;155.1409722;61.6;0.120530208;0.196963194;0.6104;18.99084722;95.71840278
Low;68;14;3;9;375.8354167;1.2;0.102846181;0.152305556;0.228012048;20.33511111;88.10972222
Low;69;14;3;10;375.6704861;0;0.091208333;0.135998264;0.215380117;20.73245486;83.08125
Low;70;14;3;11;440.7225694;0;0.084256597;0.127814931;0.209133858;21.42686111;79.74756944
Low;71;14;3;12;433.8736111;0;0.078084028;0.121953472;0.226;21.43198264;77.86840278
Low;72;14;3;13;364.16875;0;0.072703125;0.116205556;0.21113879;21.47588194;78.88784722
Low;73;14;3;14;457.3979167;0.4;0.068305208;0.111402083;0.216966292;21.07692014;79.45798611
Low;74;14;3;15;327.5842282;0;0.064500671;0.106916107;0.536273585;20.31189933;80.3295302
Low;75;14;3;16;494.6635417;0;0.06101875;0.102179861;3.661630435;21.01069097;75.11006944
Low;76;14;3;17;454.0125;0;0.057361806;0.098134028;3.651614035;20.83836458;76.15590278
Low;77;14;3;18;458.6045139;0;0.054390972;0.093902431;2.739548611;21.19700694;75.58368056
Low;78;14;3;19;443.7086806;0;0.051356597;0.089424306;3.270590278;21.04965625;75.84756944
Low;79;14;3;20;407.4847222;0;0.049210417;0.0850625;2.697743056;22.00465278;75.353125
Low;80;14;3;21;498.2486111;0;0.046330903;0.081088194;1.719494163;24.22770833;70.34965278
Low;81;14;3;22;285.1930556;2.8;0.042439236;0.077189931;1.636875;22.84539583;81.94305556
Low;82;14;3;23;309.5420139;0.4;0.040589236;0.075703472;3.427003891;20.61851042;89.77708333
Low;83;14;3;24;148.2746528;8;0.041782639;0.0747625;3.448715278;17.63460764;94.13576389
Low;84;14;3;25;458.3006944;8.2;0.085317014;0.119025694;3.282326389;19.08705903;89.52083333
Low;85;14;3;26;275.340625;1;0.088422917;0.127276042;2.921715686;19.66470486;86.86909722
Low;86;14;3;27;327.3545139;0.4;0.087014931;0.122757292;NA;19.66622917;85.74201389
Low;87;14;3;28;504.2208333;0;0.081031597;0.118635069;NA;20.8369375;80.45
Low;88;14;3;29;358.1791667;0;0.076028125;0.112735417;NA;20.27360764;85.13784722
Low;89;14;3;30;285.9482639;9.4;0.094322917;0.133844097;NA;20.19707292;88.47743056
Low;90;14;3;31;341.4951389;0;0.095852778;0.135831944;NA;20.93937153;86.54131944
Low;91;14;4;1;351.6166667;0.4;0.089371875;0.127706944;NA;21.34754167;84.775
Low;92;14;4;2;349.2121528;14.8;0.109940972;0.150804167;NA;21.42398611;86.42847222
Low;93;14;4;3;336.2954861;29.2;0.113540278;0.159849306;NA;20.65969097;88.82951389
Low;94;14;4;4;370.9135417;0;0.107850347;0.147093403;NA;20.86385764;86.76597222
Low;95;14;4;5;252.5020833;0.4;0.098872569;0.135011458;NA;19.72786458;88.31006944
Low;96;14;4;6;512.0246528;0;0.092193403;0.127613542;NA;20.48638542;81.52430556
Low;97;14;4;7;506.5732639;0;0.0856625;0.121231944;NA;21.15727083;71.27013889
Low;98;14;4;8;424.090625;0;0.079903819;0.115315625;1.728726115;21.85886111;69.92777778
Low;99;14;4;9;443.8128472;0;0.075679167;0.109820139;1.345769231;22.74253472;67.525
Low;100;14;4;10;429.6288194;14.6;0.091608681;0.126690278;1.846678445;22.71734028;76.08993056
Low;101;14;4;11;407.1982639;0;0.111556944;0.144362847;3.913506944;21.28619792;84.27673611
Low;102;14;4;12;351.746875;0;0.101176389;0.131986806;3.515574913;20.51005556;81.71875
Low;103;14;4;13;303.3527778;0;0.094463194;0.124711458;2.143333333;21.15920139;80.93715278
Low;104;14;4;14;287.1375;0;0.089640625;0.119143403;2.655798611;21.73739236;80.32569444
Low;105;14;4;15;337.2503472;0;0.085125;0.114188194;3.73875;20.72667361;86.28784722
Low;106;14;4;16;325.4795139;0;0.081173264;0.109669097;3.174756944;20.89003472;83.98402778
Low;107;14;4;17;309.7069444;0;0.077122569;0.105311806;2.925208333;21.35701736;82.43020833
Low;108;14;4;18;290.4013889;2;0.073951736;0.101084722;2.474761905;20.77801042;85.70972222
Low;109;14;4;19;320.1496528;0.8;0.071493056;0.097218056;2.32882716;21.65461806;83.52256944
Low;110;14;4;20;372.6409722;0;0.069164236;0.093362153;1.950627178;22.254875;81.34340278
Low;111;14;4;21;380.10625;0;0.066353125;0.089410417;2.898715278;21.41860417;82.71944444
Low;112;14;4;22;424.0732639;0;0.062922569;0.085298958;3.046794425;21.51882292;80.15590278
Low;113;14;4;23;301.5993056;0;0.059653819;0.081689583;1.800142857;20.39180208;85.60659722
Low;114;14;4;24;162.0072917;0;0.058516667;0.079393403;1.258807692;19.5309375;90.04513889
Low;115;14;4;25;339.1513889;1.4;0.056151042;0.076820139;2.761326165;18.45291667;87.67638889
Low;116;14;4;26;404.8024306;0;0.052261806;0.073768056;3.152395833;18.42564236;82.70763889
Low;117;14;4;27;375.3232639;0;0.049107292;0.070722917;3.424548611;17.42066319;78.52916667
Low;118;14;4;28;416.6166667;0;0.045793403;0.067329167;3.163645833;16.33028472;74.78958333
Low;119;14;4;29;277.1809028;0;0.043208681;0.064572917;2.642222222;14.49251736;76.52534722
Low;120;14;4;30;433.2138889;0;0.040232292;0.061485764;3.259652778;15.44301736;70.19097222
Low;121;14;5;1;439.2729167;0;0.037482986;0.059040972;2.056631944;15.95209028;72.85138889
Low;122;14;5;2;437.0420139;0;0.03469375;0.056988889;1.573163636;17.22743056;67.79965278
Low;123;14;5;3;407.6236111;0;0.031923958;0.053040625;3.122695035;17.59932292;70.63055556
Low;124;14;5;4;263.4395833;0;0.029904514;0.050859028;3.182787456;17.44021875;81.33715278
Low;125;14;5;5;429.6895833;0;0.028122917;0.050409028;2.276180556;19.01744792;77.68819444
Low;126;14;5;6;292.8753472;0;0.026125694;0.047343056;2.458111888;19.22169097;80.23611111
Low;127;14;5;7;325.4361111;0;0.024088542;0.045391667;2.723541667;20.07920139;79.66805556
Low;128;14;5;8;257.9361111;16.2;0.047082986;0.077720486;2.268954704;19.36093403;83.75659722
Low;129;14;5;9;332.3545139;0;0.093125347;0.135185069;1.314015152;20.05843403;78.25138889
Low;130;14;5;10;344.8979167;0;0.088027431;0.125729514;2.882777778;18.12240278;80.45381944
Low;131;14;5;11;333.1878472;0;0.083720833;0.118651736;5.353;15.70346875;83.40381944
Low;132;14;5;12;387.9708333;0;0.079682292;0.112492361;NA;15.14857639;74.93368056
Low;133;14;5;13;409.2989583;0;0.075529861;0.106950694;NA;15.76921181;68.54131944
Low;134;14;5;14;408.6045139;0;0.071794444;0.101994097;NA;16.81739583;72.04965278
Low;135;14;5;15;388.3788194;0;0.068356597;0.097499306;NA;17.71522222;75.83576389
Low;136;14;5;16;370.6270833;0;0.065370486;0.092972569;1.727423313;18.52944444;72.42465278
Low;137;14;5;17;390.4881944;0;0.062512847;0.087983681;3.525798611;18.60645486;76.43819444
Low;138;14;5;18;250.0368056;0;0.060043056;0.084035417;3.471490196;17.38046875;82.18194444
Low;139;14;5;19;385.3232639;0;0.057523264;0.080114583;2.10106599;19.70136111;74.02361111
Low;140;14;5;20;375.4708333;0;0.054588889;0.075513542;3.012569444;18.42097222;78.49548611
Low;141;14;5;21;256.1739583;0;0.052343403;0.071846528;2.831597222;17.06029167;78.31111111
Low;142;14;5;22;348.3006944;0;0.049656597;0.068444444;1.909166667;19.45114236;70.15208333
Low;143;14;5;23;361.5385417;0;0.046276389;0.064796181;1.43979021;20.63742014;70.89965278
Low;144;14;5;24;307.7451389;0;0.043259375;0.060709028;1.782605364;21.50412153;73.24097222
Low;145;14;5;25;216.0871528;0;0.041045139;0.056949306;3.807881944;19.44411806;90.16458333
Low;146;14;5;26;251.0697917;3.2;0.041552431;0.056246181;2.005217391;19.88503125;90.33611111
Low;147;14;5;27;270.1236111;3.6;0.042413542;0.057373264;1.41960177;19.76339236;85.41840278
Low;148;14;5;28;343.0489583;0;0.045192014;0.056515972;2.338263889;18.17743403;77.271875
Low;149;14;5;29;334.8979167;0;0.046645486;0.054761806;5.041527778;16.27488889;89.29513889
Low;150;14;5;30;135.1583333;0;0.047667708;0.055007986;4.548854167;15.16153472;94.14375
Low;151;14;5;31;274.0732639;0;0.046359375;0.053760764;3.385833333;15.94061458;85.18194444
Low;152;14;6;1;315.6357639;0;0.044882986;0.052586806;1.892083333;17.15825347;77.32986111
Low;153;14;6;2;192.0420139;0.6;0.043923958;0.052025694;1.233557692;16.87083681;83.82152778
Low;154;14;6;3;290.8875;0;0.042535764;0.051172569;2.199652778;17.99296875;82.56527778
Low;155;14;6;4;343.1704861;0;0.040760069;0.049835417;3.271805556;18.2544375;82.65069444
Low;156;14;6;5;363.4829861;0;0.038852083;0.048657639;2.567604167;18.71767361;79.97395833
Low;157;14;6;6;331.7295139;0;0.037008681;0.047298611;1.762736842;18.64548611;70.28125
Low;158;14;6;7;323.8649306;0;0.034673958;0.045301389;2.351388889;18.79628819;72.42430556
Low;159;14;6;8;352.9708333;0;0.032614583;0.043591667;2.779473684;17.75663194;74.70034722
Low;160;14;6;9;368.8649306;0;0.030470139;0.042598264;2.680486111;18.30472569;78.34375
Low;161;14;6;10;337.5802083;0;0.028443056;0.040445139;4.257951389;17.90321528;78.76215278
Low;162;14;6;11;239.1427083;0.2;0.026807292;0.039489236;4.659409722;16.6486875;85.240625
Low;163;14;6;12;127.45;3.4;0.029225694;0.040339931;4.006805556;15.64253472;95.784375
Low;164;14;6;13;240.184375;0;0.026395486;0.040716667;3.482465278;16.6435;88.33854167
Low;165;14;6;14;205.184375;0.6;0.026403472;0.041234722;3.186140351;16.15420486;88.40798611
Low;166;14;6;15;356.5038194;0;0.024921528;0.041425;2.516770833;17.81590278;81.46597222
Low;167;14;6;16;319.3597222;0;0.023698611;0.040178819;2.802743056;17.45417708;78.58020833
Low;168;14;6;17;356.5993056;0;0.02284375;0.039852083;2.312743056;17.22534028;77.93090278
Low;169;14;6;18;218.2225694;0;0.022141319;0.039286111;2.186909722;16.86409028;85.19791667
Low;170;14;6;19;234.9934028;0;0.021538889;0.039116319;2.215470383;16.90139931;85.77847222
Low;171;14;6;20;185.0975694;0;0.020998611;0.038854514;3.261527778;15.65403472;90.21944444
Low;172;14;6;21;333.1878472;0;0.02039375;0.038612153;3.0184375;15.90481944;82.47152778
Low;173;14;6;22;339.3944444;0;0.019527083;0.038273611;4.100486111;16.23230208;80.51527778
Low;174;14;6;23;198.7173611;0;0.018904167;0.037619792;3.835486111;14.65255903;87.36284722
Low;175;14;6;24;353.1270833;0;0.018292361;0.037773958;2.668194444;16.02092014;77.61354167
Low;176;14;6;25;231.5385417;0;0.017476389;0.036172569;2.516118881;13.86942361;84.99236111
Low;177;14;6;26;335.4795139;0;0.016898611;0.036467014;2.111324042;15.88246181;79.23854167
Low;178;14;6;27;365.2104167;0;0.016015972;0.037151736;2.273576389;17.78328472;76.65798611
Low;179;14;6;28;370.1322917;0;0.014851389;0.036444792;2.56358209;18.69011458;78.38854167
Low;180;14;6;29;341.3041667;0;0.013995486;0.035711458;2.100408163;18.49042708;79.21041667
Low;181;14;6;30;329.715625;0;0.013092708;0.034478472;2.138531469;18.25414583;79.07048611
Low;182;14;7;1;351.6079861;0;0.012245486;0.035688889;1.544125874;19.27539236;64.75034722
Low;183;14;7;2;255.2625;0;0.011355556;0.033356944;1.816383929;19.18051389;71.18402778
Low;184;14;7;3;362.6496528;0;0.010446875;0.033286806;2.105958188;19.32446181;69.93923611
Low;185;14;7;4;346.1305556;0;0.009441319;0.032107986;2.236527778;17.82699306;73.81388889
Low;186;14;7;5;289.5680556;0;0.008613542;0.028996528;2.953216783;15.96786806;77.74756944
Low;187;14;7;6;286.9638889;0;0.007927083;0.028206944;4.078923611;16.63306944;79.66423611
Low;188;14;7;7;370.0888889;1.4;0.008099653;0.028117708;3.743784722;16.90988194;78.98958333
Low;189;14;7;8;231.2434028;0;0.007005556;0.027803472;2.856111111;16.735625;83.29131944
Low;190;14;7;9;231.2347222;0;0.006692708;0.027070139;2.631909722;16.07910069;82.45173611
Low;191;14;7;10;317.8753472;0;0.00640625;0.028214931;2.468292683;17.01503472;79.16423611
Low;192;14;7;11;358.7086806;0;0.006014931;0.0287625;2.648576389;16.76865278;81.05625
Low;193;14;7;12;363.3527778;0;0.005439583;0.027252431;4.123472222;16.26278472;78.42291667
Low;194;14;7;13;221.7815972;0;0.005119444;0.025719444;4.184652778;14.80722569;83.53819444
Low;195;14;7;14;306.825;0;0.004769444;0.026295139;3.309861111;14.07549306;83.16979167
Low;196;14;7;15;316.2696864;0;0.004418815;0.02663554;3.130139373;14.74650523;77.40452962
Low;197;14;7;16;281.35625;0;0.004170833;0.025688889;3.250729167;15.45475694;80.90173611
Low;198;14;7;17;358.6479167;0;0.003973611;0.027213889;2.137673611;16.73379514;73.50451389
Low;199;14;7;18;372.5368056;0;0.003666667;0.028167014;1.906376307;18.57876389;65.65833333
Low;200;14;7;19;328.8388889;0;0.003190278;0.028530903;1.634930556;17.57760764;68.49340278
Low;201;14;7;20;331.9378472;0;0.002874306;0.026797917;3.629895833;16.97940278;81.87638889
Low;202;14;7;21;340.73125;0;0.002649306;0.025095833;3.900902778;15.93944097;84.03819444
Low;203;14;7;22;377.1027778;0;0.002113889;0.025139236;4.2553125;15.57240972;75.63680556
Low;204;14;7;23;367.9881944;0;0.001857986;0.024399306;4.488055556;16.08898264;79.56215278
Low;205;14;7;24;384.0211806;0;0.001627778;0.024777778;3.954409722;17.23975;79.12291667
Low;206;14;7;25;72.91006944;5.4;0.003473264;0.020716667;0.854;15.33980556;92.44930556
Low;207;14;7;26;42.66701389;17.6;0.040082639;0.07628125;NA;14.27947917;93.95277778
Low;208;14;7;27;110.6791667;5.6;0.093256944;0.137015972;NA;14.26901389;94.82048611
Low;209;14;7;28;353.7260417;0.2;0.087862153;0.133945139;4.214230769;15.70321875;87.06701389
Low;210;14;7;29;361.2086806;0;0.082728819;0.126203125;5.286666667;15.2744375;84.40451389
Low;211;14;7;30;237.2677083;0;0.078881597;0.119292361;3.758229167;14.01876389;83.159375
Low;212;14;7;31;396.3302083;0;0.075089583;0.113304861;2.877986111;15.30344097;77.79722222
Low;213;14;8;1;367.3979167;0;0.070936111;0.108751736;2.465972222;15.81313194;81.56458333
Low;214;14;8;2;400.2190972;0;0.067424306;0.103548264;1.484791667;17.77081944;63.48159722
Low;215;14;8;3;434.0211806;0;0.063594444;0.098354167;1.603333333;19.10068056;55.24305556
Low;216;14;8;4;390.0454861;0;0.05988125;0.093199306;1.52456446;19.78559722;52.46875
Low;217;14;8;5;333.0663194;0;0.057019444;0.08846875;2.377743056;19.27745486;58.62013889
Low;218;14;8;6;371.7989583;0;0.054775694;0.083532986;5.213680556;14.49925694;77.71041667
Low;219;14;8;7;430.5489583;0;0.052736458;0.079214931;4.096271777;13.88351389;68.04236111
Low;220;14;8;8;433.3267361;0;0.050584375;0.075936458;2.113506944;15.24347222;60.27743056
Low;221;14;8;9;421.825;0;0.048242708;0.071788194;3.714236111;15.37117708;63.13958333
Low;222;14;8;10;418.1097222;0;0.046596875;0.068457639;4.440972222;15.54535764;66.01423611
Low;223;14;8;11;436.5298611;0;0.044348264;0.065580903;3.301388889;16.19341319;69.78055556
Low;224;14;8;12;436.1826389;0;0.041768056;0.063347917;2.094652778;18.38344097;62.01354167
Low;225;14;8;13;430.0368056;0;0.039074653;0.060639931;1.787777778;19.68832292;56.02673611
Low;226;14;8;14;259.7590278;0;0.037166319;0.054362153;5.256666667;16.18179167;80.85520833
Low;227;14;8;15;362.4326389;0;0.035734028;0.052495833;5.348432056;16.07358681;78.37986111
Low;228;14;8;16;391.0263889;0.2;0.033838194;0.05028125;5.183472222;16.26652778;83.69826389
Low;229;14;8;17;204.5767361;0.2;0.033580208;0.048519444;4.082395833;16.25113194;89.35243056
Low;230;14;8;18;323.4135417;1.8;0.032350694;0.047900347;2.662847222;17.41164583;83.68680556
Low;231;14;8;19;421.6600694;0;0.029430903;0.046674306;2.995208333;18.12023611;76.44444444
Low;232;14;8;20;437.6583333;0;0.027369444;0.044985069;3.438159722;17.76713194;70.44444444
Low;233;14;8;21;433.8041667;0;0.025592361;0.042353819;3.1040625;17.11142014;70.26875
Low;234;14;8;22;468.85625;0;0.023748611;0.042804514;1.9678125;18.51378819;60.91631944
Low;235;14;8;23;473.075;0;0.021436806;0.040088542;2.763854167;18.61433681;56.23854167
Low;236;14;8;24;476.7642361;0;0.019442014;0.037143403;3.600625;17.76211111;52.13263889
Low;237;14;8;25;473.3180556;0;0.017849306;0.035778125;2.195923345;18.58024306;52.75868056
Low;238;14;8;26;400.9395833;0;0.016094792;0.035522569;3.06579646;21.02863889;54.16701389
Low;239;14;8;27;448.1878472;0;0.014418056;0.034742014;1.588571429;22.61596181;52.40069444
Low;240;14;8;28;424.5940972;0;0.012462153;0.032907639;3.048506944;21.94009375;60.09027778
Low;241;14;8;29;435.0541667;0.4;0.010902778;0.030518403;4.36375;19.14495833;78.3875
Low;242;14;8;30;403.0315972;0;0.009690625;0.028704861;3.873576389;18.92633333;83.72847222
Low;243;14;8;31;469.3770833;0;0.008394444;0.028552083;3.325729167;20.16705208;73.67118056
Low;244;14;9;1;385.4708333;0;0.007219444;0.028638542;1.836713287;21.57901042;61.41701389
Low;245;14;9;2;439.3597222;0;0.006350694;0.028386458;1.990625;23.08428125;56.32986111
Low;246;14;9;3;300.8614583;7;0.006752778;0.024880208;1.572741935;20.72469097;72.96909722
Low;247;14;9;4;480.028125;0;0.006007639;0.023878125;2.710590278;19.59846528;71.44270833
Low;248;14;9;5;492.684375;0;0.005349306;0.021401389;5.730451389;15.26552778;74.89479167
Low;249;14;9;6;480.2190972;0;0.005000347;0.020358333;5.557986111;13.74094097;70.57361111
Low;250;14;9;7;471.7815972;0;0.004718403;0.020338889;3.736458333;15.03239236;71.60763889
Low;251;14;9;8;491.9725694;0;0.004614583;0.020241319;4.127708333;16.00498958;68.99722222
Low;252;14;9;9;503.4222222;0;0.004465278;0.020011111;4.440347222;17.30819444;66.96180556
Low;253;14;9;10;434.5680556;0;0.004292361;0.019356597;4.078715278;17.86139931;69.86944444
Low;254;14;9;11;532.6236111;0;0.004095486;0.020643403;3.151145833;18.66795833;65.89340278
Low;255;14;9;12;463.4222222;0;0.003800347;0.019314931;3.844895833;18.43573264;62.56423611
Low;256;14;9;13;499.0211806;0;0.003309375;0.018509375;4.894409722;18.61419097;63.41354167
Low;257;14;9;14;516.9465278;0;0.002811458;0.018380208;4.491388889;18.67704167;64.14861111
Low;258;14;9;15;477.9881944;0;0.002211458;0.017353819;3.414027778;18.05039236;64.16423611
Low;259;14;9;16;510.9135417;0;0.002136806;0.018276042;2.838381295;22.42469097;52.19965278
Low;260;14;9;17;497.3545139;0;0.001692014;0.017714583;4.592395833;21.37217708;64.46041667
Low;261;14;9;18;511.6427083;0;0.000939785;0.016481597;4.810381944;20.34598264;67.68333333
