Area;Year_Day;Ano;Month;Day;PAR;rainfall;soil.moisture5;soil.moisture20;windspeed;temp;rh
High;106;14;4;16;397.8579861;0;0.038806597;0.080658681;8.185173611;19.77810069;86.54305556
High;107;14;4;17;313.9604167;0.6;0.036328472;0.079196528;7.203923611;19.91518056;86.66493056
High;108;14;4;18;432.6583333;0;0.036157292;0.078002431;6.045034722;20.41181944;84.734375
High;109;14;4;19;361.6079861;6.4;0.034967361;0.076452778;6.190868056;20.90481944;85.36805556
High;110;14;4;20;424.4725694;2;0.042932986;0.077204514;4.613636364;21.57772569;83.98506944
High;111;14;4;21;356.7295139;0;0.048163542;0.076552431;6.7203125;20.39835417;86.12013889
High;112;14;4;22;360.1496528;0;0.048410069;0.075701042;7.623854167;20.06297917;85.37673611
High;113;14;4;23;384.3770833;0;0.046635069;0.074989583;5.469215686;20.06876736;84.97534722
High;114;14;4;24;162.7017361;0;0.044936806;0.074715972;2.819375;19.03280208;89.89513889
High;115;14;4;25;387.2590278;0.4;0.04344375;0.074225347;6.485874126;17.45237847;88.73715278
High;116;14;4;26;406.0177083;0;0.040705556;0.073327778;6.461527778;17.40210764;84.21631944
High;117;14;4;27;411.4777778;0;0.038180903;0.072722569;7.316527778;16.62997917;78.36319444
High;118;14;4;28;456.6340278;0;0.036529861;0.071864931;9.018159722;15.41576042;75.13020833
High;119;14;4;29;383.3875;0;0.035112847;0.071492014;7.280694444;13.71205208;76.82256944
High;120;14;4;30;467.0246528;0;0.033943403;0.071125694;9.26125;14.13887847;74.28680556
High;121;14;5;1;470.1930556;0;0.03156875;0.069944444;4.974076655;16.32596181;69.69166667
High;122;14;5;2;476.9899306;0;0.029303819;0.068652778;4.297604167;18.36219444;59.02743056
High;123;14;5;3;432.91875;0;0.027234028;0.065520486;9.550972222;16.81401389;71.42534722
High;124;14;5;4;281.0611111;0;0.026203125;0.065514931;7.802986111;16.26624306;85.87048611
High;125;14;5;5;444.8284722;0;0.025591319;0.065255903;6.687152778;18.29284722;80.215625
High;126;14;5;6;340.7399306;0;0.023784375;0.064281944;7.092222222;18.28834722;83.01215278
High;127;14;5;7;266.8684028;0;0.023501736;0.064209722;7.863055556;18.57918403;85.09618056
High;128;14;5;8;269.5333333;7;0.027234722;0.064967361;6.515729167;18.62004167;85.67048611
High;129;14;5;9;331.0263889;0;0.044092014;0.06813125;4.102951389;19.85101736;76.14131944
High;130;14;5;10;355.7572917;0;0.044948958;0.068068403;5.33087108;18.64942361;74.82777778
High;131;14;5;11;434.1774306;0;0.044494097;0.067350694;11.24527778;14.86933681;82.953125
High;132;14;5;12;454.7503472;0;0.042422917;0.066951736;9.941770833;14.07862847;76.79652778
High;133;14;5;13;452.91875;0;0.039143056;0.065990278;7.329201389;15.19260764;68.74652778
High;134;14;5;14;451.6079861;0;0.036200694;0.064980556;6.214652778;16.31877083;73.11458333
High;135;14;5;15;420.5229167;0;0.033382986;0.063618403;6.362048611;16.93282292;77.24375
High;136;14;5;16;420.5641115;0;0.031414634;0.062118815;4.859094077;18.72690244;67.3630662
High;137;14;5;17;438.9430556;0;0.029244444;0.060455208;8.876666667;18.03776042;75.94513889
High;138;14;5;18;251.2260417;0;0.027902431;0.059670486;8.872118056;16.34195833;84.52743056
High;139;14;5;19;424.715625;0;0.027984028;0.059230556;5.065104167;18.71550694;76.76215278
High;140;14;5;20;373.8215278;0;0.02629375;0.058431597;8.182569444;17.41280208;82.23402778
High;141;14;5;21;395.6791667;0;0.024737153;0.058201389;7.606111111;16.39725347;80.43368056
High;142;14;5;22;397.8753472;0;0.023533681;0.056970486;5.336805556;19.14687847;69.77152778
High;143;14;5;23;394.1079861;0;0.022009028;0.055525;3.183964912;21.51271181;65.24236111
High;144;14;5;24;374.6635417;0;0.020249306;0.054030556;3.02120438;21.72055903;69.50347222
High;145;14;5;25;239.8111111;0;0.019727431;0.053510069;9.514722222;18.19605208;94.26076389
High;146;14;5;26;251.8076389;1.6;0.01846875;0.05364375;5.769895833;18.94940972;92.30208333
High;147;14;5;27;284.2381944;4.6;0.021628472;0.055823264;3.960415094;19.47899306;83.33993056
High;148;14;5;28;390.8267361;0;0.024522222;0.055184722;3.905070922;18.94368056;66.60868056
High;149;14;5;29;397.5715278;0;0.025776736;0.054740625;10.68447917;15.51536458;90.90902778
High;150;14;5;30;156.2607639;0;0.025384375;0.055530903;11.66;13.96632986;97.45034722
High;151;14;5;31;298.7868056;0;0.027384028;0.056226736;8.885208333;14.90421181;88.96527778
High;152;14;6;1;381.1479167;0;0.026227083;0.055684375;5.167569444;16.87092708;74.95520833
High;153;14;6;2;207.6496528;0;0.025001736;0.055440972;3.428650794;16.90607292;81.80381944
High;154;14;6;3;315.184375;0;0.023957292;0.054804514;4.665371025;17.95173264;81.07291667
High;155;14;6;4;335.0194444;0;0.023143403;0.054080208;8.271111111;16.98759722;86.23541667
High;156;14;6;5;395.5663194;0;0.022202778;0.053573264;5.9384375;17.89139583;81.61666667
High;157;14;6;6;368.1791667;0;0.021242708;0.052271528;5.176006944;19.06644097;66.38229167
High;158;14;6;7;366.1826389;0;0.020557639;0.051005903;7.350729167;17.74172569;75.38368056
High;159;14;6;8;393.5090278;0;0.019627431;0.050249306;6.475659722;17.299375;75.31076389
High;160;14;6;9;406.8423611;0;0.018727083;0.0494375;7.680451389;17.57713542;79.72326389
High;161;14;6;10;380.6965278;0;0.018180556;0.048268403;11.41451389;17.04310764;80.52222222
High;162;14;6;11;196.4951389;0;0.018152083;0.047965625;11.75131944;15.40733333;88.53055556
High;163;14;6;12;111.3128472;3;0.017314236;0.049277083;10.52597222;14.58023264;98.25347222
High;164;14;6;13;222.684375;0;0.019613542;0.05181875;9.844756944;15.32740278;91.12361111
High;165;14;6;14;285.4621528;0.6;0.018910417;0.05106875;9.764930556;15.21548611;89.51319444
High;166;14;6;15;393.1357639;0;0.020589931;0.051464236;6.962465278;17.06251736;81.48125
High;167;14;6;16;360.965625;0;0.020197917;0.050098611;8.831736111;16.68704514;80.38402778
High;168;14;6;17;397.9100694;0;0.021195833;0.049520833;8.005555556;16.61937153;78.86770833
High;169;14;6;18;250.2104167;0;0.021439583;0.049427778;6.730138889;15.92631597;88.67743056
High;170;14;6;19;244.1166667;0;0.021882639;0.049365278;5.551215278;16.24230903;86.9375
High;171;14;6;20;272.4847222;0;0.022782292;0.049537153;9.4525;14.76107986;91.24756944
High;172;14;6;21;377.7451389;0;0.022907639;0.049137153;8.803263889;14.92901389;86.43611111
High;173;14;6;22;389.3163194;0;0.022822222;0.048603472;10.5565625;14.88473611;84.81354167
High;174;14;6;23;263.7434028;0;0.022670139;0.048403819;9.750625;13.45090625;91.48576389
High;175;14;6;24;348.5958333;0;0.022926389;0.048342014;6.4284375;15.03506944;80.63402778
High;176;14;6;25;317.7190972;0;0.022625;0.047826389;7.512534722;13.58232292;85.51631944
High;177;14;6;26;361.5645833;0;0.022559028;0.047483681;6.813055556;15.35942014;80.50659722
High;178;14;6;27;404.3076389;0;0.021827431;0.046805556;6.663506944;16.91266319;79.09618056
High;179;14;6;28;371.2868056;0;0.020409375;0.046021528;7.259756944;17.52117708;82.36076389
High;180;14;6;29;351.2520833;0;0.019554514;0.045264583;6.862118056;17.57378819;82.19201389
High;181;14;6;30;335.653125;0;0.019336111;0.04445;6.211458333;17.27857292;81.97465278
High;182;14;7;1;373.2138889;0;0.018755903;0.043315972;4.249583333;19.16753472;62.73055556
High;183;14;7;2;290.1670139;0;0.01825625;0.042025694;5.593541667;18.83892014;72.14340278
High;184;14;7;3;404.6461806;0;0.017697569;0.040822917;7.396597222;18.82022917;69.12881944
High;185;14;7;4;370.6010417;0;0.017046875;0.039635069;7.139375;17.30015278;75.40763889
High;186;14;7;5;314.1947917;0;0.016769792;0.039140278;9.808854167;15.26301042;79.85034722
High;187;14;7;6;300.9743056;0;0.016408333;0.039165972;10.14940972;15.18708333;84.94548611
High;188;14;7;7;374.1947917;0.4;0.016980208;0.038307639;9.752048611;15.94270139;82.90798611
High;189;14;7;8;254.0645833;0;0.017549306;0.038693056;8.941111111;15.58658681;85.990625
High;190;14;7;9;353.9430556;0;0.017490972;0.038711806;9.335486111;15.28584028;84.42152778
High;191;14;7;10;321.8597222;0;0.017346528;0.0384;7.271909722;15.95778472;82.56145833
High;192;14;7;11;278.8302083;0;0.016903819;0.038170486;5.800173611;15.93552778;83.08159722
High;193;14;7;12;398.1184028;0;0.016477778;0.037875347;8.741979167;15.63073958;78.71458333
High;194;14;7;13;292.3805556;0;0.015862153;0.037747569;10.93916667;13.91995139;85.728125
High;195;14;7;14;364.090625;0;0.015934722;0.037679861;9.783576389;12.88791667;87.06458333
High;196;14;7;15;360.10625;0;0.015940625;0.037528819;8.785416667;13.41519444;82.3625
High;197;14;7;16;303.4482639;0;0.015854167;0.037566667;8.654513889;14.47581944;83.73680556
High;198;14;7;17;376.7121528;0;0.015577778;0.03745;7.316006944;15.96268403;75.99305556
High;199;14;7;18;396.8510417;0;0.014915972;0.036413194;5.113824561;18.08725;66.13680556
High;200;14;7;19;356.6600694;0;0.014258681;0.034975347;3.541944444;18.69107639;61.82916667
High;201;14;7;20;365.6791667;0;0.014930556;0.034236458;9.200208333;15.83154167;85.43854167
High;202;14;7;21;357.9534722;0;0.014810069;0.034027778;10.86670139;14.56319792;89.10590278
High;203;14;7;22;407.3024306;0;0.014639931;0.033775347;11.13107639;14.31094097;79.85381944
High;204;14;7;23;382.4413194;0;0.01483125;0.033617708;10.51663194;14.67223611;84.34305556
High;205;14;7;24;382.1461806;0;0.014568403;0.033361111;10.03458333;15.85510417;84.00590278
High;206;14;7;25;70.01533101;9.6;0.04149547;0.034114286;3.913490196;14.28922997;94.10243902
High;207;14;7;26;52.29375;21;0.118821528;0.076835069;1.529255814;14.15146181;88.734375
High;208;14;7;27;114.5333333;6.6;0.123837847;0.121007639;2.239844961;13.99135069;91.25868056
High;209;14;7;28;377.9361111;0;0.104290625;0.113319792;7.723728223;14.96808333;86.18506944
High;210;14;7;29;448.7868056;0;0.089198264;0.096821181;9.525104167;14.27820486;85.69375
High;211;14;7;30;324.1427083;0;0.081509028;0.086619097;7.632916667;12.89376736;86.56041667
High;212;14;7;31;451.825;0;0.075730208;0.080055208;6.475833333;14.08128125;81.43576389
High;213;14;8;1;413.3267361;0;0.071261111;0.075311111;5.31;14.73055903;84.82430556
High;214;14;8;2;430.1930556;0;0.066663542;0.071145833;2.375842294;18.02187847;59.41631944
High;215;14;8;3;359.8024306;0;0.061161806;0.067254861;3.283541667;18.95186111;53.00208333
High;216;14;8;4;454.6461806;0;0.056127431;0.063497222;2.99340708;20.52926042;46.22222222
High;217;14;8;5;432.9274306;0;0.050463194;0.059889583;3.585226481;20.64451389;49.31631944
High;218;14;8;6;384.6375;0;0.047653125;0.057638889;8.3390625;13.63570833;79.96423611
High;219;14;8;7;467.8927083;0;0.045609375;0.055818403;6.990625;13.1806875;68.07881944
High;220;14;8;8;474.2381944;0;0.04195625;0.053515625;4.455868056;16.37318056;49.45520833
High;221;14;8;9;460.7486111;0;0.038799306;0.051477431;7.735208333;14.91822917;63.37152778
High;222;14;8;10;465.5576389;0;0.036560764;0.049768056;9.256944444;14.64580903;68.20972222
High;223;14;8;11;473.5263889;0;0.034451042;0.048109028;5.931041667;15.47144097;70.84791667
High;224;14;8;12;473.9604167;0;0.031435764;0.046311458;5.036215278;17.79556597;62.23263889
High;225;14;8;13;471.9118056;0;0.028317361;0.043824653;3.491979167;19.84181597;52.96388889
High;226;14;8;14;354.3423611;0;0.025652431;0.041862847;10.04284722;15.49102083;82.21493056
High;227;14;8;15;437.9447917;0;0.025317361;0.041360764;9.013020833;14.98778125;80.49131944
High;228;14;8;16;415.7920139;0.2;0.023855903;0.040487153;8.540729167;15.19389931;85.80763889
High;229;14;8;17;192.9708333;0;0.022478125;0.039278819;7.297291667;15.01911458;92.20277778
High;230;14;8;18;265.2711806;7;0.022590972;0.039356597;5.316388889;15.8591875;89.90659722
High;231;14;8;19;454.715625;0;0.025978472;0.039436806;6.005381944;16.94458333;79.67361111
High;232;14;8;20;465.8527778;0;0.027819444;0.038926389;6.716770833;16.52892361;74.425
High;233;14;8;21;425.5142361;0;0.027790972;0.038572222;5.552013889;16.01999653;74.05972222
High;234;14;8;22;506.2173611;0;0.027462847;0.038291667;4.056215278;18.13464236;60.84548611
High;235;14;8;23;512.3111111;0;0.025045139;0.037054167;5.945416667;18.1174375;54.74201389
High;236;14;8;24;515.2190972;0;0.0234625;0.035015278;6.953993056;16.94199306;52.60104167
High;237;14;8;25;510.9482639;0;0.022331597;0.033487847;5.389409722;17.97089583;53.75138889
High;238;14;8;26;488.5958333;0;0.020700694;0.031668403;5.285590278;19.98708681;56.35833333
High;239;14;8;27;485.8527778;0;0.018820139;0.028996181;3.951326165;21.91806944;51.95590278
High;240;14;8;28;425.8788194;0;0.017251389;0.026332639;5.441354167;21.03861111;60.459375
High;241;14;8;29;469.871875;2.6;0.016072917;0.0243375;7.797743056;17.92094444;81.79236111
High;242;14;8;30;426.9899306;0;0.015258333;0.023697917;7.819444444;17.34921181;89.47708333
High;243;14;8;31;479.6027778;0;0.016294444;0.023653819;6.055798611;18.85885417;78.15381944
High;244;14;9;1;401.2086806;0;0.015533681;0.022623611;2.834191176;21.26240972;59.71736111
High;245;14;9;2;472.9100694;0;0.014311458;0.021328125;3.11358885;23.39634375;51.40277778
High;246;14;9;3;331.6340278;5;0.013943403;0.019754514;3.577553191;20.05247222;73.52604167
High;247;14;9;4;488.8128472;0;0.014169444;0.019734375;5.07936255;19.36098264;69.72361111
High;248;14;9;5;537.9621528;0;0.014825347;0.019777778;10.47496528;14.05299306;77.58159722
High;249;14;9;6;549.2815972;0;0.015301042;0.019853125;11.24336806;12.35852431;75.07326389
High;250;14;9;7;534.8892361;0;0.014707292;0.019842014;8.229652778;13.57604861;76.76701389
High;251;14;9;8;534.2815972;0;0.014232986;0.019529861;8.534652778;14.65989931;72.78263889
High;252;14;9;9;490.2972222;0;0.014039931;0.019076042;9.833020833;15.71023958;72.50347222
High;253;14;9;10;440.1583333;0;0.013429514;0.01838125;8.064236111;16.53013889;74.16180556
High;254;14;9;11;557.8927083;0;0.013584375;0.017490625;7.679583333;17.50286806;68.51840278
High;255;14;9;12;477.5975694;0;0.013073264;0.016009375;7.956909722;17.25104514;64.59305556
High;256;14;9;13;528.8215278;0;0.012692361;0.014361806;9.044618056;17.14067708;68.35520833
High;257;14;9;14;543.075;0;0.011603819;0.012954861;8.5559375;17.10425694;69.07326389
High;258;14;9;15;532.4760417;0;0.011433333;0.011786458;7.597465278;17.11690625;66.63506944
High;259;14;9;16;544.4378472;0;0.010801736;0.01096875;5.0459375;21.15545486;54.47916667
High;260;14;9;17;533.3267361;0;0.010092708;0.009244444;8.996597222;20.07188194;67.534375
High;261;14;9;18;526.2520833;0;0.010456597;0.007269097;9.979166667;19.01846528;71.79965278
High;262;14;9;19;437.7885417;0;0.010964583;0.005904514;8.464826389;18.81410069;68.15347222
High;263;14;9;20;494.4899306;0;0.010667361;0.005181597;4.292342657;21.89670139;52.21215278
High;264;14;9;21;496.8944444;20;0.026022222;0.003774823;3.097132867;22.16967708;58.22048611
High;265;14;9;22;594.3857639;0;0.076379861;0.002975;6.060314685;18.72936458;75.25798611
High;266;14;9;23;531.9204861;0;0.055674306;0.004791667;9.787638889;16.29864236;77.14097222
High;267;14;9;24;561.4777778;0;0.04351875;0.005922569;7.88625;17.15799306;66.72465278
High;268;14;9;25;559.090625;0;0.031197569;0.006189931;7.218541667;19.32064583;61.47569444
High;269;14;9;26;568.5003472;0;0.0216125;0.005898264;8.844166667;18.91646181;65.47013889
High;270;14;9;27;565.0368056;0;0.015405556;0.005359375;7.377222222;21.49545833;54.15590278
High;271;14;9;28;577.60625;0;0.010351736;0.003997569;9.126770833;20.3691875;67.59236111
High;272;14;9;29;508.5003472;0;0.008640278;0.003215972;7.780729167;20.83846181;71.47708333
High;273;14;9;30;480.965625;3;0.006110069;0.002119792;4.468993056;22.89344792;65.64722222
High;274;14;10;1;516.9204861;0.6;0.003548062;0.00077561;4.259790941;22.58470139;70.65694444
High;275;14;10;2;607.1982639;0.2;0.001832813;0.000477778;6.834181185;20.73502083;70.18506944
High;276;14;10;3;566.8163194;0;0.001816463;0.000305385;7.073888889;15.53940278;68.94409722
High;277;14;10;4;596.0611111;0;0.000977273;3.00E-04;9.153020833;13.20101736;66.29270833
High;278;14;10;5;637.5454861;0;3.00E-04;NA;8.161840278;13.3318125;64.12256944
High;279;14;10;6;579.16875;0;NA;3.00E-04;7.282673611;13.75092708;66.59965278
High;280;14;10;7;545.3753472;0;NA;NA;7.801111111;14.78317014;68.36388889
High;281;14;10;8;603.2659722;0;NA;NA;7.732916667;16.09648611;67.028125
High;282;14;10;9;608.2052083;0;NA;NA;8.721631944;16.40157639;70.69305556
High;283;14;10;10;660.5576389;0;NA;NA;8.981493056;18.06470139;65.315625
High;284;14;10;11;633.3354167;0;NA;NA;7.610520833;21.31832292;54.35520833
High;285;14;10;12;457.6756944;0;NA;NA;7.678680556;22.93525347;52.66215278
High;286;14;10;13;565.1670139;0;NA;NA;7.972118056;22.65959375;55.12708333
High;287;14;10;14;579.3336806;0;NA;NA;4.750069444;25.12998958;42.90138889
High;288;14;10;15;346.9465278;0;NA;NA;5.674826389;25.87077778;34.73055556
High;289;14;10;16;417.6634146;0;NA;NA;10.20773519;20.17738676;75.8184669
High;290;14;10;17;556.3041667;0;NA;NA;7.321076389;22.50252778;61.55694444
High;291;14;10;18;523.0402778;0;NA;NA;6.312118056;24.57115625;46.621875
High;292;14;10;19;527.528125;0;NA;NA;4.758680556;25.41510417;48.69409722
High;293;14;10;20;479.48125;7.6;NA;NA;5.043531469;23.74029514;61.22881944
High;294;14;10;21;304.79375;0.2;0.023144366;NA;8.505729167;18.13169444;88.05416667
High;295;14;10;22;319.325;0;0.023126042;NA;9.788229167;16.13915625;93.95173611
High;296;14;10;23;533.6826389;0;0.018825694;NA;9.124166667;16.92719097;86.39444444
High;297;14;10;24;592.3979167;0;0.012761806;NA;7.936805556;18.97330208;75.64583333
High;298;14;10;25;495.2277778;0;0.007973611;3.00E-04;6.763902439;19.92380556;72.97777778
High;299;14;10;26;136.1739583;20.2;0.051261806;0.055876111;3.608823529;17.09254861;90.39027778
High;300;14;10;27;390.3927083;5.2;0.087722917;0.090551736;3.258636364;18.35429861;86.6875
High;301;14;10;28;507.2329861;13.2;0.105789236;0.099785069;9.199965278;15.91505903;93.16076389
High;302;14;10;29;621.746875;0.2;0.086515972;0.093604167;7.893090278;17.64641319;87.93090278
High;303;14;10;30;295.3493056;0.6;0.066250694;0.082054861;6.125684211;18.24344097;91.20520833
High;304;14;10;31;498.2138889;0;0.058261458;0.072394792;7.713645833;19.71952431;84.50416667
High;305;14;11;1;682.8840278;0;0.051799306;0.065789236;7.896423611;19.94405903;78.85520833
High;306;14;11;2;677.215625;0;0.047049653;0.060853125;8.729548611;19.36376736;74.903125
High;307;14;11;3;625.7052083;0;0.043009375;0.057354861;8.85;19.47459375;73.203125
High;308;14;11;4;614.5506944;0;0.039535417;0.054448264;7.643888889;19.24658681;72.98819444
High;309;14;11;5;483.7086806;0;0.031811458;0.048740625;6.4265625;21.61674306;68.23159722
High;310;14;11;6;658.1618056;0;0.024593403;0.043627083;7.879236111;21.78639583;70.29270833
High;311;14;11;7;640.8961806;0;0.020578125;0.041438542;8.497013889;21.21861806;73.94652778
High;312;14;11;8;554.4725694;0;0.016250694;0.039644444;4.108597122;22.50849306;70.11006944
High;313;14;11;9;517.4760417;34.4;0.029639583;0.046428819;5.866180556;21.24798611;80.79791667
High;314;14;11;10;449.9065972;16.8;0.107555208;0.110207292;5.791035714;19.28213542;89.49791667
High;315;14;11;11;692.9100694;0;0.086747222;0.098383681;6.358402778;19.35841319;86.40833333
High;316;14;11;12;340.2017361;17.2;0.092668056;0.094263542;6.728811189;18.80139236;90.89930556
High;317;14;11;13;347.7625;2.2;0.092194444;0.104057292;2.267116788;19.60022569;88.71319444
High;318;14;11;14;486.9725694;18.2;0.109976736;0.104985417;2.073494424;20.28085417;86.50520833
High;319;14;11;15;288.3180556;17.8;0.124470833;0.124498264;4.182930403;17.18731597;95.11875
High;320;14;11;16;631.0003472;0;0.086789236;0.109384028;6.808715278;17.37106944;85.46319444
High;321;14;11;17;476.5298611;0;0.066995833;0.088444097;6.702951389;17.90860069;82.80798611
High;322;14;11;18;660.1236111;0;0.057494792;0.077703472;8.000347222;17.28512153;77.26944444
High;323;14;11;19;707.0246528;0;0.049782986;0.070042361;8.302152778;17.13743403;68.26284722
High;324;14;11;20;539.9326389;0;0.043662847;0.064565278;7.7646875;17.46711806;75.38298611
High;325;14;11;21;629.6722222;0;0.037589236;0.060598264;6.256770833;19.86432986;74.39965278
High;326;14;11;22;575.6704861;0;0.030357986;0.056958681;7.223402778;21.22370486;78.77465278
High;327;14;11;23;259.0645833;14;0.056069792;0.057064236;3.492231405;19.44102778;91.59965278
High;328;14;11;24;242.6149306;17;0.11136875;0.088050694;4.230996169;18.65320139;92.81805556
High;329;14;11;25;338.2572917;9;0.103490278;0.105246528;4.746478873;19.11781944;91.88055556
High;330;14;11;26;382.4065972;7;0.098521181;0.102441667;4.140902778;19.17059375;92.98506944
High;331;14;11;27;350.1409722;14.4;0.095601736;0.099811111;2.052235294;19.90106944;91.70763889
High;332;14;11;28;196.35625;42.6;0.133831597;0.141936458;1.618299595;18.38810764;95.18958333
High;333;14;11;29;465.6704861;3;0.092931944;0.121309722;4.685457746;19.18870486;90.32569444
High;334;14;11;30;280.0888889;2.4;0.078801736;0.102383333;7.417986111;17.94483681;93.84791667
High;335;14;12;1;243.3180556;1.2;0.075516319;0.091295486;9.750763889;15.94341667;92.93472222
High;336;14;12;2;541.3909722;0;0.064529514;0.083604861;9.274409722;17.39944444;87.74340278
High;337;14;12;3;669.0819444;0;0.052663542;0.076677431;7.068263889;19.33836111;81.67708333
High;338;14;12;4;590.4621528;0;0.044081944;0.070276389;4.863368056;20.72323611;77.64236111
High;339;14;12;5;297.9361111;7;0.041013194;0.066319792;4.580659722;18.45509722;87.51284722
High;340;14;12;6;213.9256944;3;0.073403125;0.065934375;7.795763889;16.26575347;91.87465278
High;341;14;12;7;479.6982639;0;0.063884375;0.064092014;8.207534722;17.92097569;85.29236111
High;342;14;12;8;419.1513889;0;0.049267708;0.061684028;6.894756944;18.56780903;87.23715278
High;343;14;12;9;551.0090278;0;0.041433333;0.0592375;7.245625;19.53314931;86.05416667
High;344;14;12;10;670.5055556;0;0.03543125;0.056808333;8.247951389;19.69573611;80.63298611
High;345;14;12;11;649.2208333;0;0.028080556;0.054293403;7.204861111;20.12809375;77.32881944
High;346;14;12;12;649.403125;0;0.021034375;0.052076389;6.636319444;20.80679861;75.503125
High;347;14;12;13;375.9309028;26.6;0.049713542;0.053404514;4.191840278;19.38083681;86.25520833
High;348;14;12;14;255.2364583;27.6;0.125201389;0.13265;2.412048611;18.19979861;95.82048611
High;349;14;12;15;472.5888889;19.4;0.106745486;0.13156875;5.798028169;19.15467708;90.68611111
High;350;14;12;16;571.0263889;0;0.070238542;0.106055556;6.728263889;18.73685764;90.8125
High;351;14;12;17;600.0975694;0;0.057874653;0.091329861;6.690034722;19.77373611;82.95277778
High;352;14;12;18;724.7597826;0;0.048038043;0.081294928;7.31192029;20.49620652;78.92282609
High;353;14;12;19;505.7659722;1.2;0.039477778;0.073744097;4.821597222;21.55782639;76.52916667
High;354;14;12;20;507.8059028;2.2;0.034239931;0.068479514;4.383031359;21.54940972;81.61284722
High;355;14;12;21;342.1722222;12.4;0.066884722;0.066727083;2.855392857;20.11365972;89.22430556
High;356;14;12;22;436.7121528;37.8;0.098741667;0.079029514;1.940747331;20.24395833;88.46423611
High;357;14;12;23;396.6861111;0;0.086152431;0.106495139;4.09534965;21.15901042;86.30902778
High;358;14;12;24;714.3857639;0;0.062814931;0.086890278;6.540868056;21.32379861;77.80381944
High;359;14;12;25;669.5940972;0;0.051460417;0.075838542;7.435625;20.4516875;74.65034722
High;360;14;12;26;726.4256944;0;0.041727083;0.068482986;7.503888889;20.91035069;75.06736111
High;361;14;12;27;640.2190972;0;0.033275347;0.062919444;5.361979167;20.50645486;74.98090278
High;362;14;12;28;733.23125;0;0.025314931;0.059224306;4.026354167;22.31735417;59.54722222
High;363;14;12;29;669.8979167;8.2;0.027500347;0.055655556;3.016538462;23.59343056;60.10208333
High;364;14;12;30;473.2572917;6.8;0.078415625;0.053988889;3.534861111;23.94860069;60.53854167
High;365;14;12;31;510.3666667;0;0.071144097;0.061118056;4.590559441;23.47526736;71.715625
